index,video_url,video_path,video_filename,caption,physics,sa,source,states_of_matter,complexity
16,"https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_rock_hits_the_water_of_a_pond,_creating_a_splash._1.mp4","data/videophy/videos/A_rock_hits_the_water_of_a_pond,_creating_a_splash._1.mp4","A_rock_hits_the_water_of_a_pond,_creating_a_splash._1.mp4","A rock hits the water of a pond, creating a splash.",0,0,lavie,solid_fluid,1
17,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Coffee_grinder_grounds_a_coffee_bean._1.mp4,data/videophy/videos/Coffee_grinder_grounds_a_coffee_bean._1.mp4,Coffee_grinder_grounds_a_coffee_bean._1.mp4,Coffee grinder grounds a coffee bean.,0,0,lavie,solid_solid,1
18,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Empty_glass_bottle_toppling_over_on_table._1.mp4,data/videophy/videos/Empty_glass_bottle_toppling_over_on_table._1.mp4,Empty_glass_bottle_toppling_over_on_table._1.mp4,Empty glass bottle toppling over on table.,0,0,lavie,solid_solid,0
19,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Rock_stumbling_under_the_pressure_of_shoe._1.mp4,data/videophy/videos/Rock_stumbling_under_the_pressure_of_shoe._1.mp4,Rock_stumbling_under_the_pressure_of_shoe._1.mp4,Rock stumbling under the pressure of shoe.,1,0,lavie,solid_solid,1
20,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_plastic_spoon_stirs_a_cup_of_hot_cocoa._1.mp4,data/videophy/videos/A_plastic_spoon_stirs_a_cup_of_hot_cocoa._1.mp4,A_plastic_spoon_stirs_a_cup_of_hot_cocoa._1.mp4,A plastic spoon stirs a cup of hot cocoa.,1,0,lavie,solid_fluid,0
21,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Computer_mouse_moves_smoothly_across_the_slip-free_mouse_pad._1.mp4,data/videophy/videos/Computer_mouse_moves_smoothly_across_the_slip-free_mouse_pad._1.mp4,Computer_mouse_moves_smoothly_across_the_slip-free_mouse_pad._1.mp4,Computer mouse moves smoothly across the slip-free mouse pad.,0,1,lavie,solid_solid,0
22,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Steamed_milk_cooling_in_cold_water._1.mp4,data/videophy/videos/Steamed_milk_cooling_in_cold_water._1.mp4,Steamed_milk_cooling_in_cold_water._1.mp4,Steamed milk cooling in cold water.,0,0,lavie,fluid_fluid,1
23,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Loom_weaves_the_thread._1.mp4,data/videophy/videos/Loom_weaves_the_thread._1.mp4,Loom_weaves_the_thread._1.mp4,Loom weaves the thread.,0,1,lavie,solid_solid,1
24,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Raindrops_tap_dance_on_river_1.mp4,data/videophy/videos/Raindrops_tap_dance_on_river_1.mp4,Raindrops_tap_dance_on_river_1.mp4,Raindrops tap dance on river.,1,1,lavie,fluid_fluid,0
25,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_paper_towel_soaking_up_a_milk_spill._1.mp4,data/videophy/videos/A_paper_towel_soaking_up_a_milk_spill._1.mp4,A_paper_towel_soaking_up_a_milk_spill._1.mp4,A paper towel soaking up a milk spill.,0,0,lavie,solid_fluid,1
26,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Rubber_eraser_rubs_off_pencil_marks_on_paper._1.mp4,data/videophy/videos/Rubber_eraser_rubs_off_pencil_marks_on_paper._1.mp4,Rubber_eraser_rubs_off_pencil_marks_on_paper._1.mp4,Rubber eraser rubs off pencil marks on paper.,0,0,lavie,solid_solid,1
27,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_power_drill_bores_into_the_concrete_wall._1.mp4,data/videophy/videos/The_power_drill_bores_into_the_concrete_wall._1.mp4,The_power_drill_bores_into_the_concrete_wall._1.mp4,The power drill bores into the concrete wall.,0,0,lavie,solid_solid,1
28,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Cola_merging_with_fresh_lemonade_1.mp4,data/videophy/videos/Cola_merging_with_fresh_lemonade_1.mp4,Cola_merging_with_fresh_lemonade_1.mp4,Cola merging with fresh lemonade.,1,0,lavie,fluid_fluid,1
29,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Snow_shovel_scrapes_the_sidewalk._1.mp4,data/videophy/videos/Snow_shovel_scrapes_the_sidewalk._1.mp4,Snow_shovel_scrapes_the_sidewalk._1.mp4,Snow shovel scrapes the sidewalk.,0,1,lavie,solid_solid,0
30,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_rock_tumbles_down_a_steep_hillside._1.mp4,data/videophy/videos/A_rock_tumbles_down_a_steep_hillside._1.mp4,A_rock_tumbles_down_a_steep_hillside._1.mp4,A rock tumbles down a steep hillside.,0,1,lavie,solid_solid,0
31,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_brush_dips_into_watercolor_on_a_palette._1.mp4,data/videophy/videos/A_brush_dips_into_watercolor_on_a_palette._1.mp4,A_brush_dips_into_watercolor_on_a_palette._1.mp4,A brush dips into watercolor on a palette.,0,0,lavie,solid_fluid,0
32,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Lemonade_swirling_into_chilled_iced_tea._1.mp4,data/videophy/videos/Lemonade_swirling_into_chilled_iced_tea._1.mp4,Lemonade_swirling_into_chilled_iced_tea._1.mp4,Lemonade swirling into chilled iced tea.,1,1,lavie,fluid_fluid,1
33,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_heavy_book_slides_across_the_wooden_table._1.mp4,data/videophy/videos/The_heavy_book_slides_across_the_wooden_table._1.mp4,The_heavy_book_slides_across_the_wooden_table._1.mp4,The heavy book slides across the wooden table.,1,0,lavie,solid_solid,0
34,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Hand_zipping_up_a_bag._1.mp4,data/videophy/videos/Hand_zipping_up_a_bag._1.mp4,Hand_zipping_up_a_bag._1.mp4,Hand zipping up a bag.,0,1,lavie,solid_solid,0
35,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_french_fry_dipping_into_tangy_ketchup._1.mp4,data/videophy/videos/A_french_fry_dipping_into_tangy_ketchup._1.mp4,A_french_fry_dipping_into_tangy_ketchup._1.mp4,A french fry dipping into tangy ketchup.,1,0,lavie,solid_fluid,0
36,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Whisking_egg_into_milk_for_scramble_1.mp4,data/videophy/videos/Whisking_egg_into_milk_for_scramble_1.mp4,Whisking_egg_into_milk_for_scramble_1.mp4,Whisking egg into milk for scramble.,0,1,lavie,fluid_fluid,1
37,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Coffee_accepts_stream_of_milk_1.mp4,data/videophy/videos/Coffee_accepts_stream_of_milk_1.mp4,Coffee_accepts_stream_of_milk_1.mp4,Coffee accepts stream of milk.,0,0,lavie,fluid_fluid,1
38,"https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_water_balloon_launches_from_a_hand,_landing_with_a_splash._1.mp4","data/videophy/videos/A_water_balloon_launches_from_a_hand,_landing_with_a_splash._1.mp4","A_water_balloon_launches_from_a_hand,_landing_with_a_splash._1.mp4","A water balloon launches from a hand, landing with a splash.",0,0,lavie,solid_fluid,0
39,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Squeezing_zesty_lemon_into_water_1.mp4,data/videophy/videos/Squeezing_zesty_lemon_into_water_1.mp4,Squeezing_zesty_lemon_into_water_1.mp4,Squeezing zesty lemon into water.,0,0,lavie,fluid_fluid,0
40,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_corkscrew_uncorks_the_sealed_wine_bottle._1.mp4,data/videophy/videos/The_corkscrew_uncorks_the_sealed_wine_bottle._1.mp4,The_corkscrew_uncorks_the_sealed_wine_bottle._1.mp4,The corkscrew uncorks the sealed wine bottle.,0,0,lavie,solid_solid,1
41,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_chair_propping_up_against_the_door._1.mp4,data/videophy/videos/A_chair_propping_up_against_the_door._1.mp4,A_chair_propping_up_against_the_door._1.mp4,A chair propping up against the door.,1,0,lavie,solid_solid,0
42,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Cascading_milk_into_black_coffee_1.mp4,data/videophy/videos/Cascading_milk_into_black_coffee_1.mp4,Cascading_milk_into_black_coffee_1.mp4,Cascading milk into black coffee.,0,0,lavie,fluid_fluid,1
43,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Metal_trash_can_crashes_into_wooden_park_bench._1.mp4,data/videophy/videos/Metal_trash_can_crashes_into_wooden_park_bench._1.mp4,Metal_trash_can_crashes_into_wooden_park_bench._1.mp4,Metal trash can crashes into wooden park bench.,0,0,lavie,solid_solid,1
44,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Marker_leaves_a_mark_on_the_paper._1.mp4,data/videophy/videos/Marker_leaves_a_mark_on_the_paper._1.mp4,Marker_leaves_a_mark_on_the_paper._1.mp4,Marker leaves a mark on the paper.,0,1,lavie,solid_solid,0
45,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_wheelbarrow_rolls_through_a_stretch_of_mud._1.mp4,data/videophy/videos/A_wheelbarrow_rolls_through_a_stretch_of_mud._1.mp4,A_wheelbarrow_rolls_through_a_stretch_of_mud._1.mp4,A wheelbarrow rolls through a stretch of mud.,0,1,lavie,solid_fluid,1
46,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Oil_meeting_vinegar_in_a_glass._1.mp4,data/videophy/videos/Oil_meeting_vinegar_in_a_glass._1.mp4,Oil_meeting_vinegar_in_a_glass._1.mp4,Oil meeting vinegar in a glass.,0,0,lavie,fluid_fluid,0
47,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Juice_spilling_from_a_cup_onto_the_floor._1.mp4,data/videophy/videos/Juice_spilling_from_a_cup_onto_the_floor._1.mp4,Juice_spilling_from_a_cup_onto_the_floor._1.mp4,Juice spilling from a cup onto the floor.,1,0,lavie,solid_fluid,0
48,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_heavy_curtain_slides_over_the_window._1.mp4,data/videophy/videos/The_heavy_curtain_slides_over_the_window._1.mp4,The_heavy_curtain_slides_over_the_window._1.mp4,The heavy curtain slides over the window.,0,0,lavie,solid_solid,0
49,"https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_marble_rolls_through_a_pool_of_colorful_paint,_leaving_a_trail._1.mp4","data/videophy/videos/A_marble_rolls_through_a_pool_of_colorful_paint,_leaving_a_trail._1.mp4","A_marble_rolls_through_a_pool_of_colorful_paint,_leaving_a_trail._1.mp4","A marble rolls through a pool of colorful paint, leaving a trail.",1,1,lavie,solid_fluid,1
50,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Cranking_open_an_umbrella._1.mp4,data/videophy/videos/Cranking_open_an_umbrella._1.mp4,Cranking_open_an_umbrella._1.mp4,Cranking open an umbrella.,0,0,lavie,solid_solid,1
51,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Water_flows_out_from_a_towering_dam._1.mp4,data/videophy/videos/Water_flows_out_from_a_towering_dam._1.mp4,Water_flows_out_from_a_towering_dam._1.mp4,Water flows out from a towering dam.,1,1,lavie,solid_fluid,1
52,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Ruler_measures_the_paper._1.mp4,data/videophy/videos/Ruler_measures_the_paper._1.mp4,Ruler_measures_the_paper._1.mp4,Ruler measures the paper.,0,0,lavie,solid_solid,0
53,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_surfboard_rides_the_top_of_a_large_wave._1.mp4,data/videophy/videos/A_surfboard_rides_the_top_of_a_large_wave._1.mp4,A_surfboard_rides_the_top_of_a_large_wave._1.mp4,A surfboard rides the top of a large wave.,1,1,lavie,solid_fluid,1
54,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Oil_dropping_onto_motionless_water_1.mp4,data/videophy/videos/Oil_dropping_onto_motionless_water_1.mp4,Oil_dropping_onto_motionless_water_1.mp4,Oil dropping onto motionless water.,1,1,lavie,fluid_fluid,0
55,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Water_droplets_falling_into_oil_1.mp4,data/videophy/videos/Water_droplets_falling_into_oil_1.mp4,Water_droplets_falling_into_oil_1.mp4,Water droplets falling into oil.,1,1,lavie,fluid_fluid,0
56,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_pitcher_pours_refreshing_juice_into_a_glass._1.mp4,data/videophy/videos/A_pitcher_pours_refreshing_juice_into_a_glass._1.mp4,A_pitcher_pours_refreshing_juice_into_a_glass._1.mp4,A pitcher pours refreshing juice into a glass.,1,1,lavie,solid_fluid,0
57,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Leaf_wiping_the_dust_off_a_table._1.mp4,data/videophy/videos/Leaf_wiping_the_dust_off_a_table._1.mp4,Leaf_wiping_the_dust_off_a_table._1.mp4,Leaf wiping the dust off a table.,0,1,lavie,solid_solid,1
58,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Wind_blowing_rain_onto_a_window._1.mp4,data/videophy/videos/Wind_blowing_rain_onto_a_window._1.mp4,Wind_blowing_rain_onto_a_window._1.mp4,Wind blowing rain onto a window.,0,1,lavie,fluid_fluid,0
59,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Leg_crossing_over_a_wooden_bench._1.mp4,data/videophy/videos/Leg_crossing_over_a_wooden_bench._1.mp4,Leg_crossing_over_a_wooden_bench._1.mp4,Leg crossing over a wooden bench.,0,0,lavie,solid_solid,0
60,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_mop_slurps_up_a_water_spill_on_the_kitchen_floor._1.mp4,data/videophy/videos/A_mop_slurps_up_a_water_spill_on_the_kitchen_floor._1.mp4,A_mop_slurps_up_a_water_spill_on_the_kitchen_floor._1.mp4,A mop slurps up a water spill on the kitchen floor.,0,0,lavie,solid_fluid,1
61,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Matchbox_car_nudges_up_against_the_plastic_toy_track._1.mp4,data/videophy/videos/Matchbox_car_nudges_up_against_the_plastic_toy_track._1.mp4,Matchbox_car_nudges_up_against_the_plastic_toy_track._1.mp4,Matchbox car nudges up against the plastic toy track.,1,1,lavie,solid_solid,0
62,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Drop_of_tea_falling_into_milk._1.mp4,data/videophy/videos/Drop_of_tea_falling_into_milk._1.mp4,Drop_of_tea_falling_into_milk._1.mp4,Drop of tea falling into milk.,0,0,lavie,fluid_fluid,0
63,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_small_can_slides_across_a_pool_of_red_paint._1.mp4,data/videophy/videos/A_small_can_slides_across_a_pool_of_red_paint._1.mp4,A_small_can_slides_across_a_pool_of_red_paint._1.mp4,A small can slides across a pool of red paint.,0,0,lavie,solid_fluid,1
64,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_knife_carving_into_a_new_piece_of_wood._1.mp4,data/videophy/videos/A_knife_carving_into_a_new_piece_of_wood._1.mp4,A_knife_carving_into_a_new_piece_of_wood._1.mp4,A knife carving into a new piece of wood.,0,0,lavie,solid_solid,1
65,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Peeling_a_banana_with_fingers._1.mp4,data/videophy/videos/Peeling_a_banana_with_fingers._1.mp4,Peeling_a_banana_with_fingers._1.mp4,Peeling a banana with fingers.,0,1,lavie,solid_solid,1
66,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Hot_water_seeping_through_a_tea_bag._1.mp4,data/videophy/videos/Hot_water_seeping_through_a_tea_bag._1.mp4,Hot_water_seeping_through_a_tea_bag._1.mp4,Hot water seeping through a tea bag.,0,0,lavie,solid_fluid,0
67,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Espresso_stirring_into_foamy_milk._1.mp4,data/videophy/videos/Espresso_stirring_into_foamy_milk._1.mp4,Espresso_stirring_into_foamy_milk._1.mp4,Espresso stirring into foamy milk.,0,1,lavie,fluid_fluid,1
68,"https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_kayak_paddle_strokes_through_the_water,_propelling_the_boat_forward._1.mp4","data/videophy/videos/A_kayak_paddle_strokes_through_the_water,_propelling_the_boat_forward._1.mp4","A_kayak_paddle_strokes_through_the_water,_propelling_the_boat_forward._1.mp4","A kayak paddle strokes through the water, propelling the boat forward.",0,1,lavie,solid_fluid,1
69,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Oil_pooling_atop_tangy_vinegar._1.mp4,data/videophy/videos/Oil_pooling_atop_tangy_vinegar._1.mp4,Oil_pooling_atop_tangy_vinegar._1.mp4,Oil pooling atop tangy vinegar.,1,1,lavie,fluid_fluid,0
70,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Zipper_zips_the_cloth_together._1.mp4,data/videophy/videos/Zipper_zips_the_cloth_together._1.mp4,Zipper_zips_the_cloth_together._1.mp4,Zipper zips the cloth together.,0,0,lavie,solid_solid,1
71,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_paper_boat_moves_along_a_gentle_stream._1.mp4,data/videophy/videos/A_paper_boat_moves_along_a_gentle_stream._1.mp4,A_paper_boat_moves_along_a_gentle_stream._1.mp4,A paper boat moves along a gentle stream.,0,0,lavie,solid_fluid,0
72,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_leaf_floats_gently_on_a_quiet_pond._1.mp4,data/videophy/videos/A_leaf_floats_gently_on_a_quiet_pond._1.mp4,A_leaf_floats_gently_on_a_quiet_pond._1.mp4,A leaf floats gently on a quiet pond.,0,1,lavie,solid_fluid,0
73,https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Water_and_oil_shake_in_a_jar_1.mp4,data/videophy/videos/Water_and_oil_shake_in_a_jar_1.mp4,Water_and_oil_shake_in_a_jar_1.mp4,Water and oil shake in a jar.,1,0,lavie,fluid_fluid,1
74,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_car_bumps_into_a_post_in_the_parking_lot._1.mp4,data/videophy/videos/A_car_bumps_into_a_post_in_the_parking_lot._1.mp4,A_car_bumps_into_a_post_in_the_parking_lot._1.mp4,A car bumps into a post in the parking lot.,0,0,lavie,solid_solid,1
75,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/An_airplane_zooms_through_a_patch_of_fluffy_clouds._1.mp4,data/videophy/videos/An_airplane_zooms_through_a_patch_of_fluffy_clouds._1.mp4,An_airplane_zooms_through_a_patch_of_fluffy_clouds._1.mp4,An airplane zooms through a patch of fluffy clouds.,1,1,lavie,solid_fluid,0
76,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_duck_splashes_playfully_in_a_pond._1.mp4,data/videophy/videos/A_duck_splashes_playfully_in_a_pond._1.mp4,A_duck_splashes_playfully_in_a_pond._1.mp4,A duck splashes playfully in a pond.,0,1,lavie,solid_fluid,1
77,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_butter_knife_smears_peanut_butter_on_a_slice_of_bread._1.mp4,data/videophy/videos/A_butter_knife_smears_peanut_butter_on_a_slice_of_bread._1.mp4,A_butter_knife_smears_peanut_butter_on_a_slice_of_bread._1.mp4,A butter knife smears peanut butter on a slice of bread.,1,1,lavie,solid_fluid,0
78,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_dam_break_triggers_a_rush_of_freshwater._1.mp4,data/videophy/videos/A_dam_break_triggers_a_rush_of_freshwater._1.mp4,A_dam_break_triggers_a_rush_of_freshwater._1.mp4,A dam break triggers a rush of freshwater.,1,1,lavie,solid_fluid,1
79,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_white_swan_gracefully_glides_across_a_tranquil_lake._1.mp4,data/videophy/videos/A_white_swan_gracefully_glides_across_a_tranquil_lake._1.mp4,A_white_swan_gracefully_glides_across_a_tranquil_lake._1.mp4,A white swan gracefully glides across a tranquil lake.,0,1,lavie,solid_fluid,0
80,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Snow_settles_on_top_of_a_wooden_bench._1.mp4,data/videophy/videos/Snow_settles_on_top_of_a_wooden_bench._1.mp4,Snow_settles_on_top_of_a_wooden_bench._1.mp4,Snow settles on top of a wooden bench.,1,0,lavie,solid_solid,1
81,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Brass_knocker_strikes_against_the_heavy_front_door._1.mp4,data/videophy/videos/Brass_knocker_strikes_against_the_heavy_front_door._1.mp4,Brass_knocker_strikes_against_the_heavy_front_door._1.mp4,Brass knocker strikes against the heavy front door.,0,0,lavie,solid_solid,0
82,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_dish_brush_scrubbing_in_soapy_water._1.mp4,data/videophy/videos/A_dish_brush_scrubbing_in_soapy_water._1.mp4,A_dish_brush_scrubbing_in_soapy_water._1.mp4,A dish brush scrubbing in soapy water.,1,1,lavie,solid_fluid,1
83,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_cloth_swishes_through_soapy_water_in_a_bucket._1.mp4,data/videophy/videos/A_cloth_swishes_through_soapy_water_in_a_bucket._1.mp4,A_cloth_swishes_through_soapy_water_in_a_bucket._1.mp4,A cloth swishes through soapy water in a bucket.,1,0,lavie,solid_fluid,1
84,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_hefty_stone_sinks_in_a_tranquil_river._1.mp4,data/videophy/videos/A_hefty_stone_sinks_in_a_tranquil_river._1.mp4,A_hefty_stone_sinks_in_a_tranquil_river._1.mp4,A hefty stone sinks in a tranquil river.,1,0,lavie,solid_fluid,0
85,https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_rock_splashing_into_the_open_ocean_water._1.mp4,data/videophy/videos/A_rock_splashing_into_the_open_ocean_water._1.mp4,A_rock_splashing_into_the_open_ocean_water._1.mp4,A rock splashing into the open ocean water.,0,0,lavie,solid_fluid,0
86,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Laundry_line_stretches_tightly_across_the_sunlit_backyard._1.mp4,data/videophy/videos/Laundry_line_stretches_tightly_across_the_sunlit_backyard._1.mp4,Laundry_line_stretches_tightly_across_the_sunlit_backyard._1.mp4,Laundry line stretches tightly across the sunlit backyard.,0,1,lavie,solid_solid,0
87,https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_coin_dances_in_a_spiral_on_the_table._1.mp4,data/videophy/videos/A_coin_dances_in_a_spiral_on_the_table._1.mp4,A_coin_dances_in_a_spiral_on_the_table._1.mp4,A coin dances in a spiral on the table.,0,1,lavie,solid_solid,0
